store_id,name,food_type,avg_rating,google_place_id,google_matched_name,google_formatted_address,google_price_tier,google_lat,google_lng,google_website,google_phone,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json
o8tg,warung along nasi lemak hulk,nasi lemak,4.5,ChIJkTveKYdPzDER9yntIsp00lo,Warung Along Nasi Lemak Hulk KD,"Gugusan Kemuning, Jalan Pekaka Seksyen 8/1, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",,3.1774837,101.5777029,https://www.google.com/maps/place/?q=place_id:ChIJkTveKYdPzDER9yntIsp00lo,010-288 9513,Closed,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,7:00 AM 1:00 PM,7:00 AM 3:00 PM,7:00 AM 3:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""7:00 AM 3:00 PM"", ""Wednesday"": ""7:00 AM 3:00 PM"", ""Thursday"": ""7:00 AM 3:00 PM"", ""Friday"": ""7:00 AM 1:00 PM"", ""Saturday"": ""7:00 AM 3:00 PM"", ""Sunday"": ""7:00 AM 3:00 PM""}"
zfol,mohd chan (kelana jaya),asian,4.7,ChIJWbnYvhBMzDERiBBj6cm0xew,Mohd Chan Restaurant @ Kelana Jaya,"B-G-06 & 07, Jalan SS 6/20, Dataran Glomac,, Pusat Bandar Kelana Jaya,, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.102279,101.599843,http://www.mohdchan.com.my/,03-7880 9099,11:30 AM 11:00 PM,11:30 AM 11:00 PM,11:30 AM 11:00 PM,11:30 AM 11:00 PM,11:30 AM 11:00 PM,11:30 AM 11:00 PM,11:30 AM 11:00 PM,"{""Monday"": ""11:30 AM 11:00 PM"", ""Tuesday"": ""11:30 AM 11:00 PM"", ""Wednesday"": ""11:30 AM 11:00 PM"", ""Thursday"": ""11:30 AM 11:00 PM"", ""Friday"": ""11:30 AM 11:00 PM"", ""Saturday"": ""11:30 AM 11:00 PM"", ""Sunday"": ""11:30 AM 11:00 PM""}"
p8dx,ayam goreng kunyit meletop (ttdi),chicken,4.8,ChIJn5F8Dd9JzDERGEUBtDc0zKE,Nasi Ayam Goreng Kunyit PADU ( Jalan Burhanuddin Helmi),"Jalan Burhanuddin Helmi, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,3.152807,101.622466,https://www.facebook.com/AgkPadu?mibextid=ZbWKwL,017-369 1858,11:00 AM 3:00 PM,11:00 AM 3:00 PM,11:00 AM 3:00 PM,11:00 AM 3:00 PM,11:00 AM 3:00 PM,Closed,Closed,"{""Monday"": ""11:00 AM 3:00 PM"", ""Tuesday"": ""11:00 AM 3:00 PM"", ""Wednesday"": ""11:00 AM 3:00 PM"", ""Thursday"": ""11:00 AM 3:00 PM"", ""Friday"": ""11:00 AM 3:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}"
p1de,sajian mz kelana,fried rice,4.8,ChIJk3En1xBMzDERfGfqGMumwQs,Ezry Tempayan Kelana,"Jalan SS 6/2, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.1011572,101.5994627,https://www.google.com/maps/place/?q=place_id:ChIJk3En1xBMzDERfGfqGMumwQs,017-699 1356,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,Closed,"{""Monday"": ""8:00 AM 11:00 PM"", ""Tuesday"": ""8:00 AM 11:00 PM"", ""Wednesday"": ""8:00 AM 11:00 PM"", ""Thursday"": ""8:00 AM 11:00 PM"", ""Friday"": ""8:00 AM 11:00 PM"", ""Saturday"": ""8:00 AM 11:00 PM"", ""Sunday"": ""Closed""}"
xer8,restoran samira cuisine,middle eastern,4.7,ChIJEylItw9MzDERtL2sxUJFtn8,Restoran Samira Kelana Jaya,"9, Jalan SS 5b/6, Ss 5, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.1014062,101.6060797,https://www.google.com/maps/place/?q=place_id:ChIJEylItw9MzDERtL2sxUJFtn8,012-675 9770,Closed,7:00 AM 7:00 PM,7:00 AM 7:00 PM,7:00 AM 7:00 PM,"7:00 AM 12:15 PM, 2:30 7:00 PM",7:00 AM 7:00 PM,7:00 AM 7:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""7:00 AM 7:00 PM"", ""Wednesday"": ""7:00 AM 7:00 PM"", ""Thursday"": ""7:00 AM 7:00 PM"", ""Friday"": ""7:00 AM 12:15 PM, 2:30 7:00 PM"", ""Saturday"": ""7:00 AM 7:00 PM"", ""Sunday"": ""7:00 AM 7:00 PM""}"
eu9x,mr mac (rasta ttdi),pasta,4.6,ChIJf6nJjCdJzDERhobChMxJNzE,Rasta TTDI,"Jalan Datuk Sulaiman Sungai Penchala, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",,3.1588668,101.626507,https://www.facebook.com/rastattdiKL/,012-212 1089,12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,"{""Monday"": ""12:00 PM 12:00 AM"", ""Tuesday"": ""12:00 PM 12:00 AM"", ""Wednesday"": ""12:00 PM 12:00 AM"", ""Thursday"": ""12:00 PM 12:00 AM"", ""Friday"": ""12:00 PM 12:00 AM"", ""Saturday"": ""12:00 PM 12:00 AM"", ""Sunday"": ""12:00 PM 12:00 AM""}"
tvbx,warung katup sayup (kelana jaya),malaysian,4.7,ChIJPY2lchFMzDERtnSqzgkkBpI,Katup Sayup,"Jalan SS 6/3, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.0996573,101.6010623,https://www.google.com/maps/place/?q=place_id:ChIJPY2lchFMzDERtnSqzgkkBpI,011-6957 4562,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,"{""Monday"": ""8:00 AM 11:30 PM"", ""Tuesday"": ""8:00 AM 11:30 PM"", ""Wednesday"": ""8:00 AM 11:30 PM"", ""Thursday"": ""8:00 AM 11:30 PM"", ""Friday"": ""8:00 AM 11:30 PM"", ""Saturday"": ""8:00 AM 11:30 PM"", ""Sunday"": ""8:00 AM 11:30 PM""}"
c2tq,rice.co,malaysian,4.6,ChIJ5aT4YQBJzDER4OkCc4mdC3w,PJ72 Mixed Rice,"1072, Jalan 17/29, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",,3.1285858,101.635376,https://www.google.com/maps/place/?q=place_id:ChIJ5aT4YQBJzDER4OkCc4mdC3w,,10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,"{""Monday"": ""10:00 AM 9:15 PM"", ""Tuesday"": ""10:00 AM 9:15 PM"", ""Wednesday"": ""10:00 AM 9:15 PM"", ""Thursday"": ""10:00 AM 9:15 PM"", ""Friday"": ""10:00 AM 9:15 PM"", ""Saturday"": ""10:00 AM 9:15 PM"", ""Sunday"": ""10:00 AM 9:15 PM""}"
n9kt,restoran puteri penchala,malaysian,4.3,ChIJM0HCo55JzDERj4m9JHGEaeY,"Restoran Primadona (Formerly known as Restoran Puteri, Pencala)","Lot 3074, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",,3.1575933,101.6278661,https://www.google.com/maps/place/?q=place_id:ChIJM0HCo55JzDERj4m9JHGEaeY,017-697 9398,Closed,10:00 AM 6:00 PM,10:00 AM 6:00 PM,10:00 AM 6:00 PM,10:00 AM 6:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""10:00 AM 6:00 PM"", ""Wednesday"": ""10:00 AM 6:00 PM"", ""Thursday"": ""10:00 AM 6:00 PM"", ""Friday"": ""10:00 AM 6:00 PM"", ""Saturday"": ""7:00 AM 4:00 PM"", ""Sunday"": ""7:00 AM 4:00 PM""}"
dc88,botak nasi lemak seapark,nasi lemak,4.8,ChIJa5XSqUJLzDERJxM4aoGanuQ,Botak Nasi Lemak,"10, Jln 21/19, Sea Park Complex, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",mid,3.1094649,101.6213578,https://www.google.com/maps/place/?q=place_id:ChIJa5XSqUJLzDERJxM4aoGanuQ,019-700 7928,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,"{""Monday"": ""6:30 AM 11:30 PM"", ""Tuesday"": ""6:30 AM 11:30 PM"", ""Wednesday"": ""6:30 AM 11:30 PM"", ""Thursday"": ""6:30 AM 11:30 PM"", ""Friday"": ""6:30 AM 11:30 PM"", ""Saturday"": ""6:30 AM 11:30 PM"", ""Sunday"": ""6:30 AM 11:30 PM""}"
qkpx,kak nurul thai coner,malaysian,4.6,ChIJH6hFPIZNzDER3bDZi5vjiSc,Kak nurul thai corner,"A-211, Glomac Business Center, Jalan SS 6/1, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",,3.0985958,101.6025812,https://www.google.com/maps/place/?q=place_id:ChIJH6hFPIZNzDER3bDZi5vjiSc,019-334 7893,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,Closed,1:00 PM 12:00 AM,"{""Monday"": ""7:00 AM 11:00 PM"", ""Tuesday"": ""7:00 AM 11:00 PM"", ""Wednesday"": ""7:00 AM 11:00 PM"", ""Thursday"": ""7:00 AM 11:00 PM"", ""Friday"": ""7:00 AM 11:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""1:00 PM 12:00 AM""}"
t6si,restoran utara,malaysian,4.6,ChIJqUtNI5hLzDERFwjgwCPYkjM,Restoran Utara,"Jalan 7, PJ Seksyen 2C - 2D, 46150 Petaling Jaya, Selangor, Malaysia",,3.0826625,101.6367914,https://www.google.com/maps/place/?q=place_id:ChIJqUtNI5hLzDERFwjgwCPYkjM,,4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 12:00 AM,"{""Monday"": ""4:00 PM 1:00 AM"", ""Tuesday"": ""4:00 PM 1:00 AM"", ""Wednesday"": ""4:00 PM 1:00 AM"", ""Thursday"": ""4:00 PM 1:00 AM"", ""Friday"": ""4:00 PM 1:00 AM"", ""Saturday"": ""4:00 PM 1:00 AM"", ""Sunday"": ""4:00 PM 12:00 AM""}"
oj0c,ipoh shredded chicken kuey teow @ restoran mj wang,noodles,4.5,ChIJjdu92TFLzDERgY8u-dZZsTs,Restoran MJ Wang,"1, Jalan 21/17, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",budget,3.1093104,101.6228481,https://www.google.com/maps/place/?q=place_id:ChIJjdu92TFLzDERgY8u-dZZsTs,019-222 5198,6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,"{""Monday"": ""6:00 AM 6:00 PM"", ""Tuesday"": ""6:00 AM 6:00 PM"", ""Wednesday"": ""6:00 AM 6:00 PM"", ""Thursday"": ""6:00 AM 6:00 PM"", ""Friday"": ""6:00 AM 6:00 PM"", ""Saturday"": ""6:00 AM 6:00 PM"", ""Sunday"": ""6:00 AM 6:00 PM""}"
b43j,our cafe,briyani,4.4,ChIJTRqSnYZPzDER_OtBUsZktCA,Oomph Petaling Jaya,"G-20, G21 & G22, Megah Rise, Jalan SS 24/11, Taman Megah, 47301 Petaling Jaya, Selangor, Malaysia",mid,3.1146276,101.61171,https://instagram.com/oomph.kl?igshid=YmMyMTA2M2Y=,012-281 7173,9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,"{""Monday"": ""9:00 AM 2:00 AM"", ""Tuesday"": ""9:00 AM 2:00 AM"", ""Wednesday"": ""9:00 AM 2:00 AM"", ""Thursday"": ""9:00 AM 2:00 AM"", ""Friday"": ""9:00 AM 2:00 AM"", ""Saturday"": ""9:00 AM 2:00 AM"", ""Sunday"": ""9:00 AM 2:00 AM""}"
m7lf,thong kee cafe (sea park),asian,4.7,ChIJNbn1DPxLzDERZ6RW560JfWA,Thong Kee Cafe Sea Park,"33, Jalan 21/1, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",budget,3.1084123,101.6227171,http://www.thongkee.com.my/,,7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,"{""Monday"": ""7:00 AM 4:00 PM"", ""Tuesday"": ""7:00 AM 4:00 PM"", ""Wednesday"": ""7:00 AM 4:00 PM"", ""Thursday"": ""7:00 AM 4:00 PM"", ""Friday"": ""7:00 AM 4:00 PM"", ""Saturday"": ""7:00 AM 4:00 PM"", ""Sunday"": ""7:00 AM 4:00 PM""}"
p0jx,omulab (seksyen 17),japanese,4.3,ChIJFXwJNFpJzDERMtUMEopn32g,Omulab,"7, Jalan 17/45, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",mid,3.1189,101.6297,https://m.facebook.com/Omulab/,03-7931 9808,Closed,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""10:00 AM 9:00 PM"", ""Wednesday"": ""10:00 AM 9:00 PM"", ""Thursday"": ""10:00 AM 9:00 PM"", ""Friday"": ""10:00 AM 9:00 PM"", ""Saturday"": ""10:00 AM 9:00 PM"", ""Sunday"": ""10:00 AM 9:00 PM""}"
n3m0,botak nasi lemak,nasi lemak,4.7,ChIJa5XSqUJLzDERJxM4aoGanuQ,Botak Nasi Lemak,"10, Jln 21/19, Sea Park Complex, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",mid,3.1094649,101.6213578,https://www.google.com/maps/place/?q=place_id:ChIJa5XSqUJLzDERJxM4aoGanuQ,019-700 7928,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,"{""Monday"": ""6:30 AM 11:30 PM"", ""Tuesday"": ""6:30 AM 11:30 PM"", ""Wednesday"": ""6:30 AM 11:30 PM"", ""Thursday"": ""6:30 AM 11:30 PM"", ""Friday"": ""6:30 AM 11:30 PM"", ""Saturday"": ""6:30 AM 11:30 PM"", ""Sunday"": ""6:30 AM 11:30 PM""}"
f2ih,d’hamodal cafe,malaysian,4.8,ChIJ74rXyV9JzDERjbkMMCQZxhU,D'Hamodal Cafe,"Jalan 13/4, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",,3.1143506,101.6374308,https://www.google.com/maps/place/?q=place_id:ChIJ74rXyV9JzDERjbkMMCQZxhU,,7:30 AM 6:00 PM,7:30 AM 6:00 PM,7:30 AM 6:00 PM,7:30 AM 6:00 PM,7:30 AM 6:00 PM,Closed,Closed,"{""Monday"": ""7:30 AM 6:00 PM"", ""Tuesday"": ""7:30 AM 6:00 PM"", ""Wednesday"": ""7:30 AM 6:00 PM"", ""Thursday"": ""7:30 AM 6:00 PM"", ""Friday"": ""7:30 AM 6:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}"
n6ib,watie nasi kerabu damansara damai,chicken,4.6,ChIJGQKS6rRFzDERy-XO-X8KIRY,Watie Nasi Kerabu Damansara Damai,"Jln PJU 10/1, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",,3.1950026,101.5911009,https://www.facebook.com/Watie-Nasi-Kerabu-505687866254245/,018-259 2202,9:00 AM 11:00 PM,9:00 AM 11:00 PM,9:00 AM 11:00 PM,9:00 AM 11:00 PM,Closed,9:00 AM 11:00 PM,9:00 AM 11:00 PM,"{""Monday"": ""9:00 AM 11:00 PM"", ""Tuesday"": ""9:00 AM 11:00 PM"", ""Wednesday"": ""9:00 AM 11:00 PM"", ""Thursday"": ""9:00 AM 11:00 PM"", ""Friday"": ""Closed"", ""Saturday"": ""9:00 AM 11:00 PM"", ""Sunday"": ""9:00 AM 11:00 PM""}"
s7qi,suri nasi lemak panas 223,nasi lemak,4.6,ChIJ_UzMKOlLzDER7BLv-pWJo4g,Nasi Lemak Panas 223,"No 2, Jalan 51a/223, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",mid,3.1003824,101.6332717,https://www.facebook.com/NasiLemakPJ/,012-385 4541,"7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","{""Monday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Tuesday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Wednesday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Thursday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Friday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Saturday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Sunday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM""}"
n8ee,gerai cik norlia (sek14),asian,4.7,ChIJNSj0fpxLzDERD_r94_U-t4w,Gerai Cik Norlia,"P23, Tingkat 1, Medan Selera, Jalan 14/24, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",,3.1092911,101.6358334,https://www.google.com/maps/place/?q=place_id:ChIJNSj0fpxLzDERD_r94_U-t4w,012-255 5042,7:00 AM 2:00 PM,7:00 AM 2:00 PM,7:00 AM 2:00 PM,7:00 AM 2:00 PM,Closed,7:00 AM 1:00 PM,7:00 AM 1:00 PM,"{""Monday"": ""7:00 AM 2:00 PM"", ""Tuesday"": ""7:00 AM 2:00 PM"", ""Wednesday"": ""7:00 AM 2:00 PM"", ""Thursday"": ""7:00 AM 2:00 PM"", ""Friday"": ""Closed"", ""Saturday"": ""7:00 AM 1:00 PM"", ""Sunday"": ""7:00 AM 1:00 PM""}"
o4tm,citarasa pantai timur,briyani,4.6,ChIJJR3bkExLzDERTdUli7kWDx0,Cita Rasa Pantai Timur,"Jalan 14/19, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",,3.1098475,101.6362691,https://www.google.com/maps/place/?q=place_id:ChIJJR3bkExLzDERTdUli7kWDx0,018-786 3272,9:00 AM 3:00 PM,9:00 AM 3:00 PM,9:00 AM 3:00 PM,9:00 AM 3:00 PM,9:00 AM 3:00 PM,Closed,Closed,"{""Monday"": ""9:00 AM 3:00 PM"", ""Tuesday"": ""9:00 AM 3:00 PM"", ""Wednesday"": ""9:00 AM 3:00 PM"", ""Thursday"": ""9:00 AM 3:00 PM"", ""Friday"": ""9:00 AM 3:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}"
b7vd,gerai kak sofie,malaysian,4.8,ChIJDfdrquFLzDERiE_9DM7KDvM,GERAI KAK SOFIE,"Gerai No.P17, Pasar Seksyen, 14, Jalan 14/20, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",,3.109618,101.635539,https://www.google.com/maps/place/?q=place_id:ChIJDfdrquFLzDERiE_9DM7KDvM,012-687 9108,7:00 AM 5:00 PM,7:00 AM 5:00 PM,7:00 AM 5:00 PM,7:00 AM 5:00 PM,7:00 AM 5:00 PM,Closed,Closed,"{""Monday"": ""7:00 AM 5:00 PM"", ""Tuesday"": ""7:00 AM 5:00 PM"", ""Wednesday"": ""7:00 AM 5:00 PM"", ""Thursday"": ""7:00 AM 5:00 PM"", ""Friday"": ""7:00 AM 5:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}"
l2nl,puyok panas,nasi kerabu,4.4,ChIJ2_vr_gJLzDERyWFnq9QVsIo,Puyok Panas,"P39, Pusat Penjaja, Tingkat 1, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",,3.1096062,101.6355462,https://www.google.com/maps/place/?q=place_id:ChIJ2_vr_gJLzDERyWFnq9QVsIo,013-223 3214,Closed,7:00 AM 2:30 PM,7:00 AM 2:30 PM,7:00 AM 2:30 PM,7:00 AM 2:30 PM,7:00 AM 2:30 PM,7:00 AM 2:30 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""7:00 AM 2:30 PM"", ""Wednesday"": ""7:00 AM 2:30 PM"", ""Thursday"": ""7:00 AM 2:30 PM"", ""Friday"": ""7:00 AM 2:30 PM"", ""Saturday"": ""7:00 AM 2:30 PM"", ""Sunday"": ""7:00 AM 2:30 PM""}"
l1rz,azhar station ayam goreng kunyit (petaling jaya),chicken,4.9,ChIJm3Ec0kRLzDERqOp30ZNnXCs,Foodtruck Azhar Station Petaling Jaya,"Jalan 14/19, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",,3.1101889,101.6363627,https://linktr.ee/azharstation,019-268 9544,10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,"{""Monday"": ""10:30 AM 2:30 PM"", ""Tuesday"": ""10:30 AM 2:30 PM"", ""Wednesday"": ""10:30 AM 2:30 PM"", ""Thursday"": ""10:30 AM 2:30 PM"", ""Friday"": ""10:30 AM 2:30 PM"", ""Saturday"": ""10:30 AM 2:30 PM"", ""Sunday"": ""10:30 AM 2:30 PM""}"
vsyp,shah burger,burgers,4.6,ChIJazS4Vn1LzDERvokaWjvMqr4,The BRGR - Petaling Jaya Section 14,"17, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",mid,3.1108064,101.6342962,https://www.instagram.com/thebrgr_official/,016-900 9538,Closed,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""11:45 AM 10:30 PM"", ""Wednesday"": ""11:45 AM 10:30 PM"", ""Thursday"": ""11:45 AM 10:30 PM"", ""Friday"": ""11:45 AM 10:30 PM"", ""Saturday"": ""11:45 AM 10:30 PM"", ""Sunday"": ""11:45 AM 10:30 PM""}"
q4tj,sup meletop zamri viral 223,soups,4.7,ChIJ85Rh1ehLzDERmaxo4mM-XkU,Gerai Selera Jaya 223,"Jalan 51a/227, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",,3.1004113,101.6330792,https://www.google.com/maps/place/?q=place_id:ChIJ85Rh1ehLzDERmaxo4mM-XkU,,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,10:00 AM 1:00 AM,10:00 AM 8:00 PM,"{""Monday"": ""7:00 AM 11:00 PM"", ""Tuesday"": ""7:00 AM 11:00 PM"", ""Wednesday"": ""7:00 AM 11:00 PM"", ""Thursday"": ""7:00 AM 11:00 PM"", ""Friday"": ""7:00 AM 11:00 PM"", ""Saturday"": ""10:00 AM 1:00 AM"", ""Sunday"": ""10:00 AM 8:00 PM""}"
dmwh,restoran irfan rezeki,roti canai,4.3,ChIJcz8VdwBLzDERDjTHgfcGbOQ,Restaurant Irfan rezki,"Jalan SS 9a/1, Ss 9a, 47300 Petaling Jaya, Selangor, Malaysia",,3.09205,101.6208526,https://www.google.com/maps/place/?q=place_id:ChIJcz8VdwBLzDERDjTHgfcGbOQ,03-7872 9205,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}"
bqbn,chacha & chachi chapati house,sandwiches,3.7,ChIJ1xztHeFLzDERUz7XzqwUcZw,Chacha Biryani & Naan,"Medan Ria, Stall MR18, Seksyen 14 Petaling Jaya, 46100 Petaling Jaya, Selangor, Malaysia",,3.0257527,101.6080422,http://www.friedchillies.com/site/detail/chachas-biryani-and-naan-will-make-you-go-cha-cha-cha,016-374 2880,9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,"{""Monday"": ""9:00 AM 5:00 PM"", ""Tuesday"": ""9:00 AM 5:00 PM"", ""Wednesday"": ""9:00 AM 5:00 PM"", ""Thursday"": ""9:00 AM 5:00 PM"", ""Friday"": ""9:00 AM 5:00 PM"", ""Saturday"": ""9:00 AM 5:00 PM"", ""Sunday"": ""9:00 AM 5:00 PM""}"
q4kv,ayam penyet watie 223,ayam penyet,4.7,ChIJ4ZyH4CpLzDER1Jq9NSyuneQ,Nasi Ayam Penyet Watie 223,"Jalan 51a/227, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",,3.1005544,101.6328906,https://www.google.com/maps/place/?q=place_id:ChIJ4ZyH4CpLzDER1Jq9NSyuneQ,017-625 0747,10:00 AM 4:00 PM,10:00 AM 4:00 PM,10:00 AM 4:00 PM,10:00 AM 4:00 PM,10:00 AM 4:00 PM,11:00 AM 3:00 PM,Closed,"{""Monday"": ""10:00 AM 4:00 PM"", ""Tuesday"": ""10:00 AM 4:00 PM"", ""Wednesday"": ""10:00 AM 4:00 PM"", ""Thursday"": ""10:00 AM 4:00 PM"", ""Friday"": ""10:00 AM 4:00 PM"", ""Saturday"": ""11:00 AM 3:00 PM"", ""Sunday"": ""Closed""}"
byy2,nasi daging bakar rusa menangis (the petak prima damansara),malaysian,4.4,ChIJDypL4143zDERW00gcQ_f0Rk,NASI DAGING BAKAR RUSA MENANGIS KAMPUNG BARU,"69, Jln Datok Abdul Malik, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",,3.164805,101.7103915,https://www.facebook.com/NasiDagingBakarRusaMenangis,018-580 3143,10:00 AM 9:45 PM,10:00 AM 9:45 PM,10:00 AM 9:45 PM,10:00 AM 9:45 PM,10:00 AM 9:45 PM,10:00 AM 9:45 PM,10:00 AM 9:45 PM,"{""Monday"": ""10:00 AM 9:45 PM"", ""Tuesday"": ""10:00 AM 9:45 PM"", ""Wednesday"": ""10:00 AM 9:45 PM"", ""Thursday"": ""10:00 AM 9:45 PM"", ""Friday"": ""10:00 AM 9:45 PM"", ""Saturday"": ""10:00 AM 9:45 PM"", ""Sunday"": ""10:00 AM 9:45 PM""}"
