store_id,name,food_type,avg_rating,google_search_query,google_place_id,google_formatted_address,google_business_status,google_price_level,google_price_tier,google_lat,google_lng,google_website,google_phone,google_types_json,operating_hours_monday,operating_hours_tuesday,operating_hours_wednesday,operating_hours_thursday,operating_hours_friday,operating_hours_saturday,operating_hours_sunday,operating_hours_by_day_json,operating_hours_source
p1de,Ezry Tempayan Kelana,fried rice,4.8,"sajian mz kelana, Petaling Jaya, Malaysia",ChIJk3En1xBMzDERfGfqGMumwQs,"Jalan SS 6/2, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1011572,101.5994627,https://www.google.com/maps/place/?q=place_id:ChIJk3En1xBMzDERfGfqGMumwQs,017-699 1356,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,8:00 AM 11:00 PM,Closed,"{""Monday"": ""8:00 AM 11:00 PM"", ""Tuesday"": ""8:00 AM 11:00 PM"", ""Wednesday"": ""8:00 AM 11:00 PM"", ""Thursday"": ""8:00 AM 11:00 PM"", ""Friday"": ""8:00 AM 11:00 PM"", ""Saturday"": ""8:00 AM 11:00 PM"", ""Sunday"": ""Closed""}",google_places
g1t0,Renchah Hassanah,fried rice,4.7,"renchah hasanah, Petaling Jaya, Malaysia",ChIJvUt5cgBJzDERH-3ZufF85k0,"528, Jalan Seri Penchala, Kampung Sungai Penchala, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",OPERATIONAL,-1,,3.16095,101.6244119,https://www.google.com/maps/place/?q=place_id:ChIJvUt5cgBJzDERH-3ZufF85k0,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
xer8,Restoran Samira Kelana Jaya,middle eastern,4.7,"restoran samira cuisine, Petaling Jaya, Malaysia",ChIJEylItw9MzDERtL2sxUJFtn8,"9, Jalan SS 5b/6, Ss 5, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1014062,101.6060797,https://www.google.com/maps/place/?q=place_id:ChIJEylItw9MzDERtL2sxUJFtn8,012-675 9770,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Closed,7:00 AM 7:00 PM,7:00 AM 7:00 PM,7:00 AM 7:00 PM,"7:00 AM 12:15 PM, 2:30 7:00 PM",7:00 AM 7:00 PM,7:00 AM 7:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""7:00 AM 7:00 PM"", ""Wednesday"": ""7:00 AM 7:00 PM"", ""Thursday"": ""7:00 AM 7:00 PM"", ""Friday"": ""7:00 AM 12:15 PM, 2:30 7:00 PM"", ""Saturday"": ""7:00 AM 7:00 PM"", ""Sunday"": ""7:00 AM 7:00 PM""}",google_places
eu9x,Rasta TTDI,pasta,4.6,"mr mac (rasta ttdi), Petaling Jaya, Malaysia",ChIJf6nJjCdJzDERhobChMxJNzE,"Jalan Datuk Sulaiman Sungai Penchala, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",OPERATIONAL,-1,,3.1588668,101.626507,https://www.facebook.com/rastattdiKL/,012-212 1089,"[""establishment"", ""food"", ""point_of_interest""]",12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,12:00 PM 12:00 AM,"{""Monday"": ""12:00 PM 12:00 AM"", ""Tuesday"": ""12:00 PM 12:00 AM"", ""Wednesday"": ""12:00 PM 12:00 AM"", ""Thursday"": ""12:00 PM 12:00 AM"", ""Friday"": ""12:00 PM 12:00 AM"", ""Saturday"": ""12:00 PM 12:00 AM"", ""Sunday"": ""12:00 PM 12:00 AM""}",google_places
tvbx,Katup Sayup,malaysian,4.7,"warung katup sayup (kelana jaya), Petaling Jaya, Malaysia",ChIJPY2lchFMzDERtnSqzgkkBpI,"Jalan SS 6/3, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.0996573,101.6010623,https://www.google.com/maps/place/?q=place_id:ChIJPY2lchFMzDERtnSqzgkkBpI,011-6957 4562,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,8:00 AM 11:30 PM,"{""Monday"": ""8:00 AM 11:30 PM"", ""Tuesday"": ""8:00 AM 11:30 PM"", ""Wednesday"": ""8:00 AM 11:30 PM"", ""Thursday"": ""8:00 AM 11:30 PM"", ""Friday"": ""8:00 AM 11:30 PM"", ""Saturday"": ""8:00 AM 11:30 PM"", ""Sunday"": ""8:00 AM 11:30 PM""}",google_places
c2tq,PJ72 Mixed Rice,malaysian,4.6,"rice.co, Petaling Jaya, Malaysia",ChIJ5aT4YQBJzDER4OkCc4mdC3w,"1072, Jalan 17/29, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1285858,101.635376,https://www.google.com/maps/place/?q=place_id:ChIJ5aT4YQBJzDER4OkCc4mdC3w,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,10:00 AM 9:15 PM,"{""Monday"": ""10:00 AM 9:15 PM"", ""Tuesday"": ""10:00 AM 9:15 PM"", ""Wednesday"": ""10:00 AM 9:15 PM"", ""Thursday"": ""10:00 AM 9:15 PM"", ""Friday"": ""10:00 AM 9:15 PM"", ""Saturday"": ""10:00 AM 9:15 PM"", ""Sunday"": ""10:00 AM 9:15 PM""}",google_places
n9kt,"Restoran Primadona (Formerly known as Restoran Puteri, Pencala)",malaysian,4.3,"restoran puteri penchala, Petaling Jaya, Malaysia",ChIJM0HCo55JzDERj4m9JHGEaeY,"Lot 3074, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",OPERATIONAL,-1,,3.1575933,101.6278661,https://www.google.com/maps/place/?q=place_id:ChIJM0HCo55JzDERj4m9JHGEaeY,017-697 9398,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Closed,10:00 AM 6:00 PM,10:00 AM 6:00 PM,10:00 AM 6:00 PM,10:00 AM 6:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""10:00 AM 6:00 PM"", ""Wednesday"": ""10:00 AM 6:00 PM"", ""Thursday"": ""10:00 AM 6:00 PM"", ""Friday"": ""10:00 AM 6:00 PM"", ""Saturday"": ""7:00 AM 4:00 PM"", ""Sunday"": ""7:00 AM 4:00 PM""}",google_places
dc88,Botak Nasi Lemak,nasi lemak,4.8,"botak nasi lemak seapark, Petaling Jaya, Malaysia",ChIJa5XSqUJLzDERJxM4aoGanuQ,"10, Jln 21/19, Sea Park Complex, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1094649,101.6213578,https://www.google.com/maps/place/?q=place_id:ChIJa5XSqUJLzDERJxM4aoGanuQ,019-700 7928,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,"{""Monday"": ""6:30 AM 11:30 PM"", ""Tuesday"": ""6:30 AM 11:30 PM"", ""Wednesday"": ""6:30 AM 11:30 PM"", ""Thursday"": ""6:30 AM 11:30 PM"", ""Friday"": ""6:30 AM 11:30 PM"", ""Saturday"": ""6:30 AM 11:30 PM"", ""Sunday"": ""6:30 AM 11:30 PM""}",google_places
qkpx,Kak nurul thai corner,malaysian,4.6,"kak nurul thai coner, Petaling Jaya, Malaysia",ChIJH6hFPIZNzDER3bDZi5vjiSc,"A-211, Glomac Business Center, Jalan SS 6/1, Ss 6, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.0985958,101.6025812,https://www.google.com/maps/place/?q=place_id:ChIJH6hFPIZNzDER3bDZi5vjiSc,019-334 7893,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,Closed,1:00 PM 12:00 AM,"{""Monday"": ""7:00 AM 11:00 PM"", ""Tuesday"": ""7:00 AM 11:00 PM"", ""Wednesday"": ""7:00 AM 11:00 PM"", ""Thursday"": ""7:00 AM 11:00 PM"", ""Friday"": ""7:00 AM 11:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""1:00 PM 12:00 AM""}",google_places
t6si,Restoran Utara,malaysian,4.6,"restoran utara, Petaling Jaya, Malaysia",ChIJqUtNI5hLzDERFwjgwCPYkjM,"Jalan 7, PJ Seksyen 2C - 2D, 46150 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.0826625,101.6367914,https://www.google.com/maps/place/?q=place_id:ChIJqUtNI5hLzDERFwjgwCPYkjM,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 1:00 AM,4:00 PM 12:00 AM,"{""Monday"": ""4:00 PM 1:00 AM"", ""Tuesday"": ""4:00 PM 1:00 AM"", ""Wednesday"": ""4:00 PM 1:00 AM"", ""Thursday"": ""4:00 PM 1:00 AM"", ""Friday"": ""4:00 PM 1:00 AM"", ""Saturday"": ""4:00 PM 1:00 AM"", ""Sunday"": ""4:00 PM 12:00 AM""}",google_places
oj0c,Restoran MJ Wang,noodles,4.5,"ipoh shredded chicken kuey teow @ restoran mj wang, Petaling Jaya, Malaysia",ChIJjdu92TFLzDERgY8u-dZZsTs,"1, Jalan 21/17, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1093104,101.6228481,https://www.google.com/maps/place/?q=place_id:ChIJjdu92TFLzDERgY8u-dZZsTs,019-222 5198,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,6:00 AM 6:00 PM,"{""Monday"": ""6:00 AM 6:00 PM"", ""Tuesday"": ""6:00 AM 6:00 PM"", ""Wednesday"": ""6:00 AM 6:00 PM"", ""Thursday"": ""6:00 AM 6:00 PM"", ""Friday"": ""6:00 AM 6:00 PM"", ""Saturday"": ""6:00 AM 6:00 PM"", ""Sunday"": ""6:00 AM 6:00 PM""}",google_places
b43j,Oomph Petaling Jaya,briyani,4.4,"our cafe, Petaling Jaya, Malaysia",ChIJTRqSnYZPzDER_OtBUsZktCA,"G-20, G21 & G22, Megah Rise, Jalan SS 24/11, Taman Megah, 47301 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1146276,101.61171,https://instagram.com/oomph.kl?igshid=YmMyMTA2M2Y=,012-281 7173,"[""cafe"", ""establishment"", ""food"", ""point_of_interest""]",9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,9:00 AM 2:00 AM,"{""Monday"": ""9:00 AM 2:00 AM"", ""Tuesday"": ""9:00 AM 2:00 AM"", ""Wednesday"": ""9:00 AM 2:00 AM"", ""Thursday"": ""9:00 AM 2:00 AM"", ""Friday"": ""9:00 AM 2:00 AM"", ""Saturday"": ""9:00 AM 2:00 AM"", ""Sunday"": ""9:00 AM 2:00 AM""}",google_places
m7lf,Thong Kee Cafe Sea Park,asian,4.7,"thong kee cafe (sea park), Petaling Jaya, Malaysia",ChIJNbn1DPxLzDERZ6RW560JfWA,"33, Jalan 21/1, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,1,budget,3.1084123,101.6227171,http://www.thongkee.com.my/,,"[""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""restaurant"", ""store""]",7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,7:00 AM 4:00 PM,"{""Monday"": ""7:00 AM 4:00 PM"", ""Tuesday"": ""7:00 AM 4:00 PM"", ""Wednesday"": ""7:00 AM 4:00 PM"", ""Thursday"": ""7:00 AM 4:00 PM"", ""Friday"": ""7:00 AM 4:00 PM"", ""Saturday"": ""7:00 AM 4:00 PM"", ""Sunday"": ""7:00 AM 4:00 PM""}",google_places
p0jx,Omulab,japanese,4.3,"omulab (seksyen 17), Petaling Jaya, Malaysia",ChIJFXwJNFpJzDERMtUMEopn32g,"7, Jalan 17/45, Seksyen 17, 46400 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1189,101.6297,https://m.facebook.com/Omulab/,03-7931 9808,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Closed,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,10:00 AM 9:00 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""10:00 AM 9:00 PM"", ""Wednesday"": ""10:00 AM 9:00 PM"", ""Thursday"": ""10:00 AM 9:00 PM"", ""Friday"": ""10:00 AM 9:00 PM"", ""Saturday"": ""10:00 AM 9:00 PM"", ""Sunday"": ""10:00 AM 9:00 PM""}",google_places
n3m0,Botak Nasi Lemak,nasi lemak,4.7,"botak nasi lemak, Petaling Jaya, Malaysia",ChIJa5XSqUJLzDERJxM4aoGanuQ,"10, Jln 21/19, Sea Park Complex, Sea Park, 46300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1094649,101.6213578,https://www.google.com/maps/place/?q=place_id:ChIJa5XSqUJLzDERJxM4aoGanuQ,019-700 7928,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,6:30 AM 11:30 PM,"{""Monday"": ""6:30 AM 11:30 PM"", ""Tuesday"": ""6:30 AM 11:30 PM"", ""Wednesday"": ""6:30 AM 11:30 PM"", ""Thursday"": ""6:30 AM 11:30 PM"", ""Friday"": ""6:30 AM 11:30 PM"", ""Saturday"": ""6:30 AM 11:30 PM"", ""Sunday"": ""6:30 AM 11:30 PM""}",google_places
w3xk,Sushi Koi PJ,japanese,4.6,"sushi koi paramount pj, Petaling Jaya, Malaysia",ChIJRfumXTRLzDERICbeFZF8k8A,"61, Jalan 20/7 Taman Paramount Petaling jaya, Taman Paramount, 46300 Selangor, Malaysia",CLOSED_PERMANENTLY,-1,,3.1102017,101.6271269,https://www.facebook.com/sushikoi.my,010-202 6170,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",,,,,,,,"{""Monday"": """", ""Tuesday"": """", ""Wednesday"": """", ""Thursday"": """", ""Friday"": """", ""Saturday"": """", ""Sunday"": """"}",google_places
f2ih,D'Hamodal Cafe,malaysian,4.8,"d’hamodal cafe, Petaling Jaya, Malaysia",ChIJ74rXyV9JzDERjbkMMCQZxhU,"Jalan 13/4, Seksyen 13, 46200 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1143506,101.6374308,https://www.google.com/maps/place/?q=place_id:ChIJ74rXyV9JzDERjbkMMCQZxhU,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:30 AM 6:00 PM,7:30 AM 6:00 PM,7:30 AM 6:00 PM,7:30 AM 6:00 PM,7:30 AM 6:00 PM,Closed,Closed,"{""Monday"": ""7:30 AM 6:00 PM"", ""Tuesday"": ""7:30 AM 6:00 PM"", ""Wednesday"": ""7:30 AM 6:00 PM"", ""Thursday"": ""7:30 AM 6:00 PM"", ""Friday"": ""7:30 AM 6:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",google_places
n6ib,Watie Nasi Kerabu Damansara Damai,chicken,4.6,"watie nasi kerabu damansara damai, Petaling Jaya, Malaysia",ChIJGQKS6rRFzDERy-XO-X8KIRY,"Jln PJU 10/1, Damansara Damai, 47830 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1950026,101.5911009,https://www.facebook.com/Watie-Nasi-Kerabu-505687866254245/,018-259 2202,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",9:00 AM 11:00 PM,9:00 AM 11:00 PM,9:00 AM 11:00 PM,9:00 AM 11:00 PM,Closed,9:00 AM 11:00 PM,9:00 AM 11:00 PM,"{""Monday"": ""9:00 AM 11:00 PM"", ""Tuesday"": ""9:00 AM 11:00 PM"", ""Wednesday"": ""9:00 AM 11:00 PM"", ""Thursday"": ""9:00 AM 11:00 PM"", ""Friday"": ""Closed"", ""Saturday"": ""9:00 AM 11:00 PM"", ""Sunday"": ""9:00 AM 11:00 PM""}",google_places
s7qi,Nasi Lemak Panas 223,nasi lemak,4.6,"suri nasi lemak panas 223, Petaling Jaya, Malaysia",ChIJ_UzMKOlLzDER7BLv-pWJo4g,"No 2, Jalan 51a/223, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1003824,101.6332717,https://www.facebook.com/NasiLemakPJ/,012-385 4541,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","7:30 AM 12:00 PM, 5:00 PM 2:00 AM","{""Monday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Tuesday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Wednesday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Thursday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Friday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Saturday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM"", ""Sunday"": ""7:30 AM 12:00 PM, 5:00 PM 2:00 AM""}",google_places
n8ee,Gerai Cik Norlia,asian,4.7,"gerai cik norlia (sek14), Petaling Jaya, Malaysia",ChIJNSj0fpxLzDERD_r94_U-t4w,"P23, Tingkat 1, Medan Selera, Jalan 14/24, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1092911,101.6358334,https://www.google.com/maps/place/?q=place_id:ChIJNSj0fpxLzDERD_r94_U-t4w,012-255 5042,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 2:00 PM,7:00 AM 2:00 PM,7:00 AM 2:00 PM,7:00 AM 2:00 PM,Closed,7:00 AM 1:00 PM,7:00 AM 1:00 PM,"{""Monday"": ""7:00 AM 2:00 PM"", ""Tuesday"": ""7:00 AM 2:00 PM"", ""Wednesday"": ""7:00 AM 2:00 PM"", ""Thursday"": ""7:00 AM 2:00 PM"", ""Friday"": ""Closed"", ""Saturday"": ""7:00 AM 1:00 PM"", ""Sunday"": ""7:00 AM 1:00 PM""}",google_places
o4tm,Cita Rasa Pantai Timur,briyani,4.6,"citarasa pantai timur, Petaling Jaya, Malaysia",ChIJJR3bkExLzDERTdUli7kWDx0,"Jalan 14/19, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1098475,101.6362691,https://www.google.com/maps/place/?q=place_id:ChIJJR3bkExLzDERTdUli7kWDx0,018-786 3272,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",9:00 AM 3:00 PM,9:00 AM 3:00 PM,9:00 AM 3:00 PM,9:00 AM 3:00 PM,9:00 AM 3:00 PM,Closed,Closed,"{""Monday"": ""9:00 AM 3:00 PM"", ""Tuesday"": ""9:00 AM 3:00 PM"", ""Wednesday"": ""9:00 AM 3:00 PM"", ""Thursday"": ""9:00 AM 3:00 PM"", ""Friday"": ""9:00 AM 3:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",google_places
b7vd,GERAI KAK SOFIE,malaysian,4.8,"gerai kak sofie, Petaling Jaya, Malaysia",ChIJDfdrquFLzDERiE_9DM7KDvM,"Gerai No.P17, Pasar Seksyen, 14, Jalan 14/20, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.109618,101.635539,https://www.google.com/maps/place/?q=place_id:ChIJDfdrquFLzDERiE_9DM7KDvM,012-687 9108,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 5:00 PM,7:00 AM 5:00 PM,7:00 AM 5:00 PM,7:00 AM 5:00 PM,7:00 AM 5:00 PM,Closed,Closed,"{""Monday"": ""7:00 AM 5:00 PM"", ""Tuesday"": ""7:00 AM 5:00 PM"", ""Wednesday"": ""7:00 AM 5:00 PM"", ""Thursday"": ""7:00 AM 5:00 PM"", ""Friday"": ""7:00 AM 5:00 PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",google_places
l2nl,Puyok Panas,nasi kerabu,4.4,"puyok panas, Petaling Jaya, Malaysia",ChIJ2_vr_gJLzDERyWFnq9QVsIo,"P39, Pusat Penjaja, Tingkat 1, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1096062,101.6355462,https://www.google.com/maps/place/?q=place_id:ChIJ2_vr_gJLzDERyWFnq9QVsIo,013-223 3214,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Closed,7:00 AM 2:30 PM,7:00 AM 2:30 PM,7:00 AM 2:30 PM,7:00 AM 2:30 PM,7:00 AM 2:30 PM,7:00 AM 2:30 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""7:00 AM 2:30 PM"", ""Wednesday"": ""7:00 AM 2:30 PM"", ""Thursday"": ""7:00 AM 2:30 PM"", ""Friday"": ""7:00 AM 2:30 PM"", ""Saturday"": ""7:00 AM 2:30 PM"", ""Sunday"": ""7:00 AM 2:30 PM""}",google_places
l1rz,Foodtruck Azhar Station Petaling Jaya,chicken,4.9,"azhar station ayam goreng kunyit (petaling jaya), Petaling Jaya, Malaysia",ChIJm3Ec0kRLzDERqOp30ZNnXCs,"Jalan 14/19, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1101889,101.6363627,https://linktr.ee/azharstation,019-268 9544,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,10:30 AM 2:30 PM,"{""Monday"": ""10:30 AM 2:30 PM"", ""Tuesday"": ""10:30 AM 2:30 PM"", ""Wednesday"": ""10:30 AM 2:30 PM"", ""Thursday"": ""10:30 AM 2:30 PM"", ""Friday"": ""10:30 AM 2:30 PM"", ""Saturday"": ""10:30 AM 2:30 PM"", ""Sunday"": ""10:30 AM 2:30 PM""}",google_places
vsyp,The BRGR - Petaling Jaya Section 14,burgers,4.6,"shah burger, Petaling Jaya, Malaysia",ChIJazS4Vn1LzDERvokaWjvMqr4,"17, Jalan 14/22, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,2,mid,3.1108064,101.6342962,https://www.instagram.com/thebrgr_official/,016-900 9538,"[""cafe"", ""establishment"", ""food"", ""point_of_interest"", ""restaurant"", ""store""]",Closed,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,11:45 AM 10:30 PM,"{""Monday"": ""Closed"", ""Tuesday"": ""11:45 AM 10:30 PM"", ""Wednesday"": ""11:45 AM 10:30 PM"", ""Thursday"": ""11:45 AM 10:30 PM"", ""Friday"": ""11:45 AM 10:30 PM"", ""Saturday"": ""11:45 AM 10:30 PM"", ""Sunday"": ""11:45 AM 10:30 PM""}",google_places
q4tj,Gerai Selera Jaya 223,soups,4.7,"sup meletop zamri viral 223, Petaling Jaya, Malaysia",ChIJ85Rh1ehLzDERmaxo4mM-XkU,"Jalan 51a/227, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.1004113,101.6330792,https://www.google.com/maps/place/?q=place_id:ChIJ85Rh1ehLzDERmaxo4mM-XkU,,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,7:00 AM 11:00 PM,10:00 AM 1:00 AM,10:00 AM 8:00 PM,"{""Monday"": ""7:00 AM 11:00 PM"", ""Tuesday"": ""7:00 AM 11:00 PM"", ""Wednesday"": ""7:00 AM 11:00 PM"", ""Thursday"": ""7:00 AM 11:00 PM"", ""Friday"": ""7:00 AM 11:00 PM"", ""Saturday"": ""10:00 AM 1:00 AM"", ""Sunday"": ""10:00 AM 8:00 PM""}",google_places
dmwh,Restaurant Irfan rezki,roti canai,4.3,"restoran irfan rezeki, Petaling Jaya, Malaysia",ChIJcz8VdwBLzDERDjTHgfcGbOQ,"Jalan SS 9a/1, Ss 9a, 47300 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.09205,101.6208526,https://www.google.com/maps/place/?q=place_id:ChIJcz8VdwBLzDERDjTHgfcGbOQ,03-7872 9205,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",google_places
bqbn,Chacha Biryani & Naan,sandwiches,3.7,"chacha & chachi chapati house, Petaling Jaya, Malaysia",ChIJ1xztHeFLzDERUz7XzqwUcZw,"Medan Ria, Stall MR18, Seksyen 14 Petaling Jaya, 46100 Petaling Jaya, Selangor, Malaysia",OPERATIONAL,-1,,3.0257527,101.6080422,http://www.friedchillies.com/site/detail/chachas-biryani-and-naan-will-make-you-go-cha-cha-cha,016-374 2880,"[""establishment"", ""food"", ""point_of_interest"", ""restaurant""]",9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,9:00 AM 5:00 PM,"{""Monday"": ""9:00 AM 5:00 PM"", ""Tuesday"": ""9:00 AM 5:00 PM"", ""Wednesday"": ""9:00 AM 5:00 PM"", ""Thursday"": ""9:00 AM 5:00 PM"", ""Friday"": ""9:00 AM 5:00 PM"", ""Saturday"": ""9:00 AM 5:00 PM"", ""Sunday"": ""9:00 AM 5:00 PM""}",google_places
